No,torch_tf_max_diff,torch_tf_mean_diff,tfjschrome_torch_max_diff,tfjschrome_torch_mean_diff,tfjschrome_tf_max_diff,tfjschrome_tf_mean_diff,channels,model,fail_time
166,1.19E-07,2.89E-09,1.19E-07,1.80E-09,1.19E-07,3.16E-09,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:4 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:6 operator:-1  from:0 to:8 operator:12  from:1 to:2 operator:-1  from:1 to:5 operator:8  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:9  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,111
170,1.79E-07,2.87E-08,1.79E-07,3.03E-08,2.98E-07,4.02E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,114
184,1.19E-07,2.55E-08,1.19E-07,1.09E-08,1.19E-07,2.61E-08,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:2 9:2 ,from:0 to:1 operator:-1  from:1 to:2 operator:16  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:13  from:4 to:5 operator:-1  from:5 to:6 operator:8  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,127
186,1.79E-07,1.10E-08,1.19E-07,9.41E-09,2.38E-07,1.45E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:0 to:7 operator:4  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,128
187,1.19E-07,4.05E-09,1.79E-07,3.99E-09,1.79E-07,5.41E-09,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:4 8:4 9:6 ,from:0 to:1 operator:11  from:1 to:2 operator:-1  from:1 to:5 operator:8  from:1 to:9 operator:4  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:17  from:4 to:5 operator:-1  from:4 to:9 operator:9  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,128
190,1.79E-07,1.37E-08,1.19E-07,1.29E-08,2.38E-07,1.91E-08,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:0 to:5 operator:5  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:16  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,130
193,1.19E-07,2.48E-09,1.19E-07,1.58E-09,1.19E-07,2.83E-09,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:5 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:6 operator:-1  from:0 to:8 operator:12  from:1 to:2 operator:-1  from:1 to:5 operator:8  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:7 operator:8  from:4 to:9 operator:9  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,132
196,1.19E-07,7.68E-09,1.19E-07,7.28E-09,1.19E-07,1.11E-08,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:5 operator:5  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:16  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,134
200,1.79E-07,4.27E-09,2.38E-07,6.78E-09,2.38E-07,8.32E-09,0:1 1:1 2:1 3:1 4:3 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:5  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,137
203,1.19E-07,2.22E-08,1.19E-07,1.44E-08,1.19E-07,2.38E-08,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:2 9:2 ,from:0 to:1 operator:17  from:1 to:2 operator:16  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:13  from:4 to:5 operator:9  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,139
204,1.19E-07,1.87E-08,1.19E-07,1.21E-08,1.19E-07,2.39E-08,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:2 8:3 9:4 ,from:0 to:1 operator:-1  from:0 to:9 operator:5  from:1 to:2 operator:16  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:4  from:3 to:8 operator:13  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,139
206,1.19E-07,2.28E-08,1.19E-07,1.37E-08,1.19E-07,2.46E-08,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:2 8:3 9:3 ,from:0 to:1 operator:-1  from:1 to:2 operator:16  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:13  from:4 to:5 operator:-1  from:4 to:7 operator:16  from:5 to:6 operator:8  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,140
207,1.79E-07,4.64E-09,1.19E-07,5.00E-09,2.38E-07,7.03E-09,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:11  from:8 to:9 operator:-1  ,140
212,1.79E-07,5.26E-09,1.19E-07,8.37E-09,2.38E-07,1.04E-08,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:0 to:5 operator:5  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,144
213,1.79E-07,4.33E-09,1.19E-07,5.09E-09,1.79E-07,6.69E-09,0:1 1:1 2:1 3:1 4:3 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:1 to:4 operator:12  from:2 to:3 operator:13  from:2 to:5 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,144
214,1.79E-07,3.71E-09,1.19E-07,5.46E-09,1.79E-07,6.98E-09,0:1 1:1 2:1 3:1 4:3 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:5  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:11  ,144
220,1.79E-07,9.71E-09,2.38E-07,1.92E-08,2.38E-07,2.20E-08,0:1 1:1 2:1 3:1 4:3 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:5  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:13  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,149
226,1.19E-07,6.15E-09,1.19E-07,6.32E-09,1.19E-07,8.29E-09,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:2 8:3 9:4 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:11  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:9  from:6 to:9 operator:17  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,154
227,1.79E-07,8.91E-09,1.19E-07,7.77E-09,2.38E-07,1.16E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:4 8:4 9:5 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:0 to:7 operator:4  from:0 to:9 operator:12  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,154
228,1.79E-07,5.33E-09,1.19E-07,5.42E-09,2.38E-07,7.47E-09,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:0 to:5 operator:12  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,154
235,1.79E-07,1.10E-08,1.19E-07,9.51E-09,2.38E-07,1.41E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:3 8:3 9:4 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,160
237,1.19E-07,2.56E-09,1.19E-07,1.62E-09,1.19E-07,2.79E-09,0:1 1:1 2:1 3:1 4:1 5:3 6:5 7:6 8:6 9:8 ,from:0 to:1 operator:-1  from:1 to:2 operator:11  from:1 to:5 operator:8  from:1 to:9 operator:4  from:2 to:3 operator:-1  from:2 to:5 operator:4  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:8  from:4 to:5 operator:-1  from:4 to:6 operator:11  from:4 to:9 operator:9  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,161
239,1.19E-07,3.38E-09,1.19E-07,2.21E-09,1.19E-07,3.83E-09,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:4 8:4 9:5 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:0 to:7 operator:4  from:0 to:9 operator:12  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:11  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,162
240,1.79E-07,2.39E-08,1.19E-07,2.70E-08,2.38E-07,3.49E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:2 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,162
243,1.79E-07,2.44E-08,1.79E-07,2.71E-08,2.38E-07,3.53E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:4 operator:11  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,164
244,1.79E-07,2.97E-08,1.19E-07,2.93E-08,2.38E-07,4.08E-08,0:1 1:1 2:1 3:3 4:3 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:9  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,164
249,1.79E-07,1.13E-08,1.19E-07,9.78E-09,2.38E-07,1.46E-08,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:11  from:2 to:7 operator:10  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,168
250,1.19E-07,4.43E-09,1.19E-07,2.68E-09,1.19E-07,4.91E-09,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:11  from:2 to:7 operator:-1  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,168
251,2.38E-07,2.99E-08,1.79E-07,3.09E-08,2.98E-07,4.18E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:3 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,168
252,1.19E-07,4.15E-09,2.38E-07,9.14E-09,2.38E-07,1.01E-08,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:2 8:2 9:2 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,168
253,1.19E-07,3.59E-09,2.38E-07,1.00E-08,2.38E-07,1.05E-08,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:11  from:8 to:9 operator:-1  ,168
258,1.79E-07,3.25E-08,1.79E-07,3.51E-08,2.38E-07,4.50E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:10  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,172
261,1.19E-07,5.44E-09,1.19E-07,5.08E-09,1.19E-07,7.41E-09,0:1 1:1 2:1 3:2 4:2 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:5 operator:13  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,174
270,1.79E-07,2.97E-08,1.19E-07,2.87E-08,2.38E-07,4.08E-08,0:1 1:1 2:1 3:3 4:3 5:3 6:3 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:7 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,182
274,1.79E-07,2.99E-08,1.19E-07,2.93E-08,2.38E-07,4.15E-08,0:1 1:1 2:1 3:3 4:3 5:6 6:6 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:9  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,185
278,1.79E-07,1.21E-08,1.19E-07,1.22E-08,2.38E-07,1.70E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:0 to:6 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,188
282,1.19E-07,2.28E-08,1.19E-07,1.32E-08,1.19E-07,2.43E-08,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:2 8:3 9:3 ,from:0 to:1 operator:-1  from:1 to:2 operator:16  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:16  from:3 to:8 operator:13  from:4 to:5 operator:-1  from:5 to:6 operator:8  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,191
284,1.79E-07,2.87E-08,1.79E-07,3.00E-08,2.38E-07,4.01E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:2 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:7 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,192
288,1.79E-07,2.76E-08,1.79E-07,2.82E-08,2.38E-07,3.86E-08,0:1 1:1 2:1 3:3 4:3 5:6 6:6 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:2 to:3 operator:-1  from:2 to:7 operator:9  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,195
289,1.79E-07,9.77E-09,1.19E-07,9.62E-09,2.38E-07,1.36E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:4 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:0 to:6 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:2 to:8 operator:8  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,195
293,2.38E-07,1.79E-08,1.19E-07,1.65E-08,1.79E-07,2.36E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:3 8:3 9:4 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:-1  from:1 to:9 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,198
294,2.38E-07,2.64E-08,1.79E-07,2.66E-08,2.98E-07,3.65E-08,0:1 1:1 2:1 3:3 4:3 5:6 6:7 7:8 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:6 operator:8  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:2 to:3 operator:-1  from:2 to:7 operator:9  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,198
296,1.79E-07,3.38E-08,1.79E-07,3.33E-08,2.38E-07,4.88E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:2 7:3 8:3 9:3 ,from:0 to:1 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,199
305,1.79E-07,4.18E-08,1.79E-07,3.26E-08,2.38E-07,5.52E-08,0:1 1:1 2:1 3:3 4:3 5:6 6:6 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:9  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:10  ,207
306,1.79E-07,2.81E-08,1.79E-07,2.94E-08,2.38E-07,3.98E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:3 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:6 operator:12  from:1 to:7 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,207
307,1.79E-07,2.77E-08,1.79E-07,2.96E-08,2.38E-07,3.91E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:3 7:5 8:7 9:7 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:6 operator:12  from:1 to:7 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,207
309,1.79E-07,3.10E-08,1.79E-07,3.34E-08,2.38E-07,4.26E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:3 7:4 8:5 9:5 ,from:0 to:1 operator:10  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:2 to:8 operator:17  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,208
311,2.38E-07,8.80E-09,4.77E-07,2.16E-08,4.77E-07,2.55E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:4 8:4 9:5 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:4 to:7 operator:5  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,209
319,2.38E-07,2.65E-08,1.79E-07,2.92E-08,2.38E-07,3.76E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:4 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:17  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:6 operator:12  from:1 to:7 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,216
324,1.79E-07,4.25E-09,1.19E-07,4.63E-09,2.38E-07,6.25E-09,0:1 1:1 2:1 3:1 4:3 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:1 to:4 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,220
327,1.19E-07,3.16E-09,1.19E-07,4.13E-09,1.19E-07,4.90E-09,0:1 1:1 2:1 3:3 4:3 5:6 6:7 7:8 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:6 operator:8  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:2 to:3 operator:-1  from:2 to:7 operator:9  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:11  ,222
332,1.79E-07,1.28E-08,1.79E-07,1.63E-08,2.38E-07,2.06E-08,0:1 1:1 2:1 3:1 4:3 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:9  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:13  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,226
335,1.79E-07,2.99E-08,1.79E-07,3.03E-08,2.98E-07,4.17E-08,0:1 1:1 2:1 3:3 4:3 5:4 6:4 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:12  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,228
